5  -0.01   -0.33
5  0.005   -0.47
5  0.01   -0.35
5  0.1   -0.52
5  0.045   -0.63
5  -0.045   -0.48
5  -0.045   -0.42
5  -0.18   -0.46
5  0.085   -0.49
5  -0.08   -0.46
5  -0.075   -0.42
5  -0.045   -0.47
5  0.03   -0.33
5  0.015   -0.48
5  0.065   -0.55
5  0.06   -0.45
5  -0.01   -0.39
5  0.015   -0.43
5  -0.145   -0.53
5  0.025   -0.35
5  0.025   -0.42
5  -0.04   -0.26
5  0.015   -0.47
5  0.04   -0.39
5  0.105   -0.5
5  0.095   -0.49
5  0.03   -0.22
5  -0.225   -0.57
5  0.105   -0.27
5  -0.095   -0.36
5  0.03   -0.45
5  -0.01   -0.39
5  -0.03   -0.56
5  0   -0.4
5  0.075   -0.38
5  0.05   -0.45
5  0.035   -0.33
5  -0.085   -0.52
5  0.08   -0.39
5  0.165   -0.31
5  -0.01   -0.37
5  0.115   -0.47
5  -0.04   -0.34
5  0.04   -0.28
5  -0.13   -0.44
5  0.01   -0.48
5  0.055   -0.45
5  -0.14   -0.52
5  -0.125   -0.43
5  -0.03   -0.37
5  0.01   -0.4
5  0.01   -0.5
5  0.065   -0.43
5  -0.02   -0.4
5  0.025   -0.33
5  -0.055   -0.44
5  0.035   -0.38
5  0.07   -0.28
5  -0.07   -0.41
5  -0.095   -0.47
5  -0.09   -0.48
5  -0.02   -0.36
5  0.005   -0.36
5  0.07   -0.31
5  0.075   -0.43
5  0   -0.5
5  -0.225   -0.48
5  -0.105   -0.55
5  -0.215   -0.38
5  0.03   -0.32
5  -0.1   -0.48
5  -0.04   -0.51
5  -0.09   -0.59
5  0.185   -0.42
5  -0.025   -0.41
5  -0.075   -0.56
5  0.01   -0.42
5  0.03   -0.47
5  0.05   -0.42
5  -0.18   -0.46
5  0.035   -0.5
5  0.03   -0.5
5  -0.13   -0.38
5  0.025   -0.4
5  -0.065   -0.45
5  -0.165   -0.38
5  0.16   -0.5
5  0.05   -0.37
5  -0.04   -0.36
5  -0.015   -0.5
5  0.1   -0.46
5  -0.015   -0.31
5  -0.025   -0.33
5  0.065   -0.4
5  -0.19   -0.45
5  -0.06   -0.53
5  0   -0.32
5  0.05   -0.49
5  0.01   -0.65
5  0.01   -0.34
5  0.1   -0.4
5  -0.085   -0.55
5  -0.1   -0.49
5  0.09   -0.54
5  -0.08   -0.51
5  0.145   -0.5
5  -0.025   -0.55
5  -0.03   -0.34
5  -0.04   -0.58
5  -0.015   -0.52
5  0.05   -0.53
5  -0.065   -0.52
5  0.13   -0.4
5  0.2   -0.5
5  0.015   -0.32
5  0.05   -0.38
5  0.04   -0.3
5  -0.11   -0.43
5  0.04   -0.36
5  -0.185   -0.39
5  0.08   -0.51
5  -0.11   -0.42
5  -0.055   -0.42
5  0.09   -0.33
5  -0.08   -0.44
5  0.055   -0.4
5  0.005   -0.47
5  0.04   -0.44
5  0.06   -0.4
5  -0.025   -0.43
5  0.035   -0.43
5  -0.1   -0.49
5  -0.11   -0.46
5  -0.13   -0.42
5  -0.02   -0.33
5  0   -0.33
5  0.075   -0.48
5  0.05   -0.42
5  0.135   -0.43
5  -0.05   -0.4
5  0.095   -0.5
5  -0.06   -0.33
5  0.08   -0.25
5  -0.085   -0.36
5  0.035   -0.4
5  -0.135   -0.45
5  0.025   -0.34
5  -0.01   -0.32
5  -0.02   -0.4
5  0.02   -0.34
5  0   -0.54
5  0.06   -0.32
5  0.14   -0.58
5  0.075   -0.29
5  0.08   -0.38
5  -0.115   -0.42
5  0.12   -0.29
5  0.13   -0.37
5  0.05   -0.51
5  -0.065   -0.44
5  -0.025   -0.57
5  0.125   -0.3
5  0.005   -0.33
5  0   -0.44
5  -0.1   -0.4
5  0.02   -0.42
5  -0.08   -0.39
5  0.085   -0.41
5  0.025   -0.43
5  -0.035   -0.4
5  -0.095   -0.39
5  0.08   -0.45
5  -0.055   -0.43
5  -0.07   -0.5
5  -0.05   -0.41
5  -0.05   -0.4
5  0.1   -0.45
5  0.055   -0.39
5  -0.065   -0.49
5  -0.065   -0.55
5  -0.005   -0.42
5  -0.015   -0.41
5  0.025   -0.44
5  -0.035   -0.48
5  -0.035   -0.32
5  0.04   -0.39
5  -0.06   -0.44
5  -0.08   -0.36
5  0.055   -0.41
5  -0.145   -0.5
5  0.025   -0.41
5  -0.025   -0.59
5  -0.04   -0.47
5  -0.11   -0.41
5  -0.035   -0.33
5  0.095   -0.38
5  0.035   -0.42
5  -0.035   -0.49
5  -0.085   -0.6
5  0   -0.28
5  -0.065   -0.4
5  0.07   -0.4
5  -0.15   -0.36
5  -0.125   -0.43
5  -0.13   -0.51
5  0.105   -0.29
5  0.08   -0.37
5  0.09   -0.43
5  0.015   -0.53
5  0.045   -0.36
5  0.095   -0.46
5  0.065   -0.52
5  0.025   -0.45
5  0.02   -0.45
5  -0.095   -0.5
5  -0.05   -0.45
5  -0.095   -0.35
5  0.035   -0.34
5  -0.01   -0.39
5  0.13   -0.45
5  -0.015   -0.39
5  0.045   -0.46
5  0.03   -0.48
5  -0.1   -0.43
5  0.04   -0.4
5  -0.195   -0.44
5  -0.09   -0.57
5  -0.055   -0.47
5  -0.095   -0.4
5  0.115   -0.41
5  0.14   -0.48
5  0.07   -0.43
5  0.065   -0.3
5  0.065   -0.5
5  0.1   -0.47
5  0.025   -0.37
5  0.075   -0.42
